Order Date,Region,Category,Sales,Profit
2023-01-24,South,Furniture,1613.13,313.04
2022-05-18,Central,Technology,1165.17,-31.17
2023-03-28,South,Furniture,93.77,3.32
2022-08-11,East,Office Supplies,1689.3,334.4
2022-12-09,West,Office Supplies,121.97,20.01
2023-12-04,West,Office Supplies,358.22,2.94
2021-07-26,Central,Technology,222.12,-11.36
2021-05-31,East,Office Supplies,174.3,-14.47
2022-10-30,West,Office Supplies,70.86,16.66
2022-06-12,East,Office Supplies,128.95,-9.02
2021-06-14,East,Furniture,896.03,-48.44
2023-07-06,Central,Furniture,520.65,-2.56
2023-10-07,Central,Furniture,270.54,21.17
2021-02-06,East,Furniture,1324.24,285.92
2021-11-29,East,Furniture,467.7,-0.47
2022-02-07,Central,Furniture,57.52,6.75
2022-02-18,East,Furniture,848.47,-54.18
2021-02-14,Central,Office Supplies,634.66,54.46
2021-07-25,South,Office Supplies,650.84,-18.84
2021-03-03,East,Technology,901.63,-14.0
2022-02-24,Central,Office Supplies,1344.45,62.83
2023-05-18,East,Furniture,1240.63,253.76
2023-03-31,Central,Furniture,1875.78,370.64
2021-01-19,East,Technology,1045.08,68.96
2021-12-31,West,Office Supplies,955.69,-50.2
2023-10-28,West,Office Supplies,442.56,5.43
2022-03-04,East,Technology,1515.65,154.81
2022-08-03,West,Furniture,298.74,74.02
2022-06-30,East,Furniture,992.44,285.13
2021-11-21,East,Furniture,854.22,132.39
2021-02-24,South,Furniture,1323.44,53.3
2023-02-17,South,Technology,1836.89,325.83
2023-09-19,West,Office Supplies,1894.26,65.34
2021-02-11,South,Furniture,352.24,52.9
2021-08-19,South,Office Supplies,538.4,-1.34
2022-03-29,East,Office Supplies,1627.04,11.06
2022-01-29,Central,Furniture,1046.19,-73.14
2022-11-22,East,Furniture,917.01,62.41
2022-01-27,South,Furniture,1427.04,210.16
2022-08-27,East,Office Supplies,1211.81,261.17
2023-05-31,West,Technology,1942.01,435.28
2021-03-26,Central,Furniture,1176.27,349.33
2023-11-20,South,Office Supplies,942.63,-61.17
2021-02-18,South,Office Supplies,1094.78,106.47
2021-03-10,East,Furniture,1620.91,175.95
2023-12-18,East,Technology,1233.1,273.52
2022-11-28,East,Furniture,1301.16,8.51
2022-04-24,East,Furniture,1943.45,-140.42
2023-03-31,South,Technology,1244.42,31.74
2021-05-27,East,Furniture,772.96,226.92
2023-10-13,South,Furniture,1388.83,360.79
2022-09-01,East,Technology,1325.73,77.02
2022-03-22,Central,Office Supplies,47.42,11.88
2021-08-09,Central,Office Supplies,945.31,-82.15
2021-04-05,East,Office Supplies,1490.95,38.29
2021-09-19,East,Office Supplies,1008.1,192.27
2023-06-16,West,Office Supplies,1563.65,-17.86
2023-12-31,Central,Furniture,912.75,-18.84
2021-08-07,South,Technology,1966.98,481.37
2021-04-02,Central,Office Supplies,599.93,87.82
2021-05-07,South,Technology,202.4,59.83
2021-03-21,East,Office Supplies,871.42,-40.2
2023-09-10,Central,Furniture,1092.58,46.38
2023-07-05,Central,Office Supplies,711.21,17.41
2022-05-01,West,Office Supplies,499.72,125.96
2022-11-25,West,Technology,1350.68,2.86
2021-01-25,Central,Technology,766.71,31.73
2021-06-05,Central,Furniture,1270.11,-54.45
2022-09-24,Central,Technology,1562.56,328.39
2023-12-17,South,Technology,1526.79,-7.51
2021-01-19,East,Technology,763.11,-55.46
2021-08-25,West,Furniture,1144.44,84.74
2021-10-04,East,Furniture,910.32,51.51
2023-01-15,West,Furniture,1744.19,-50.51
2022-07-06,West,Technology,1759.94,-81.94
2022-10-01,West,Technology,700.61,181.19
2021-08-25,Central,Furniture,201.64,-14.69
2023-09-25,West,Technology,351.81,-21.21
2021-02-24,East,Technology,746.66,-1.48
2022-11-15,West,Office Supplies,1137.21,319.71
2021-04-19,East,Furniture,1320.44,-86.95
2022-01-08,West,Furniture,676.11,153.08
2023-08-31,West,Technology,1341.65,344.56
2021-07-20,Central,Technology,1876.73,95.99
2023-04-29,East,Office Supplies,1310.99,23.02
2022-05-24,West,Furniture,333.96,57.09
2021-10-02,West,Furniture,1167.74,211.42
2021-07-30,East,Technology,1092.95,231.7
2022-05-19,West,Furniture,1743.99,405.0
2022-12-04,South,Technology,713.6,5.25
2021-02-11,Central,Office Supplies,857.43,149.87
2021-11-11,East,Technology,1205.34,-55.49
2023-02-27,Central,Office Supplies,1058.36,110.38
2021-11-25,South,Technology,1443.65,209.55
2023-11-07,South,Office Supplies,99.97,-3.53
2021-10-10,South,Office Supplies,1135.76,-78.82
2023-08-01,East,Furniture,260.91,-5.77
2021-09-15,South,Technology,644.11,43.95
2022-07-29,East,Furniture,1330.02,339.34
2022-07-28,East,Furniture,331.68,37.4
2022-09-04,West,Technology,631.51,125.92
2023-11-09,East,Furniture,1411.95,-42.84
2023-04-17,South,Furniture,1308.59,-75.39
2022-02-27,East,Furniture,200.26,-0.83
2023-01-28,East,Technology,1162.99,29.72
2023-02-02,Central,Furniture,311.56,37.15
2022-02-28,South,Furniture,519.5,131.17
2022-03-05,East,Furniture,929.24,65.45
2021-07-23,West,Technology,236.51,25.43
2021-07-15,East,Office Supplies,1987.42,-195.07
2022-12-29,East,Office Supplies,347.43,-30.11
2021-10-12,Central,Office Supplies,1567.0,-104.19
2021-07-15,South,Office Supplies,1663.08,298.69
2021-11-03,South,Furniture,1989.04,187.92
2021-01-14,West,Technology,868.73,-19.82
2023-12-17,West,Furniture,1750.71,239.92
2022-12-24,West,Technology,1915.93,225.78
2023-02-19,East,Furniture,362.33,-23.36
2022-06-13,East,Office Supplies,969.28,151.37
2023-03-09,West,Office Supplies,138.82,28.72
2021-12-10,South,Technology,1249.03,18.26
2021-07-28,South,Furniture,1171.18,204.95
2022-10-03,West,Office Supplies,424.17,-8.53
2021-09-09,Central,Technology,1599.85,324.28
2021-09-28,South,Furniture,93.79,24.83
2023-07-09,South,Technology,1616.33,124.05
2022-02-23,West,Furniture,72.76,-0.16
2023-03-06,South,Furniture,1320.52,78.8
2022-12-26,East,Furniture,175.96,0.01
2022-03-09,East,Technology,517.43,-51.49
2021-04-19,South,Technology,1449.39,232.17
2022-10-03,East,Furniture,575.2,-47.74
2023-12-07,Central,Office Supplies,1032.12,-16.35
2022-01-14,South,Furniture,1832.19,346.25
2023-08-16,West,Technology,118.28,19.67
2021-04-13,East,Furniture,1625.94,-114.9
2023-06-11,Central,Technology,149.24,24.48
2023-05-04,Central,Furniture,271.05,73.79
2023-11-17,East,Furniture,256.25,-17.99
2022-06-14,Central,Office Supplies,1988.32,131.78
2022-11-10,South,Office Supplies,376.77,72.25
2023-09-16,Central,Technology,1795.59,300.02
2022-03-04,East,Furniture,1982.05,-18.62
2023-04-02,Central,Technology,779.89,-27.12
2023-07-21,East,Furniture,1269.48,271.29
2023-11-28,East,Furniture,1562.6,441.43
2022-05-26,Central,Furniture,797.44,165.1
2022-01-28,East,Office Supplies,340.39,97.11
2022-12-14,East,Technology,878.85,124.8
2022-05-09,West,Furniture,1548.34,420.59
2022-07-01,South,Furniture,1565.91,275.87
2022-08-17,East,Technology,476.47,125.58
2022-01-24,South,Technology,366.43,-12.96
2021-06-07,West,Furniture,1842.71,416.87
2023-10-25,West,Office Supplies,107.12,-2.28
2021-06-16,West,Office Supplies,1474.78,-131.3
2023-08-18,West,Furniture,111.91,11.98
2022-02-13,South,Office Supplies,1679.04,45.84
2021-07-13,Central,Technology,1812.72,-149.71
2021-08-23,Central,Office Supplies,608.89,177.87
2022-12-19,South,Technology,166.39,27.72
2023-03-27,East,Technology,971.76,253.36
2022-02-08,South,Technology,610.96,183.06
2023-06-12,East,Technology,845.93,48.04
2022-11-09,East,Office Supplies,1336.67,2.53
2021-03-09,Central,Technology,435.46,-11.52
2021-03-29,West,Furniture,726.76,77.09
2021-08-05,Central,Technology,1569.47,223.54
2021-01-01,Central,Furniture,1294.65,115.18
2021-05-20,South,Technology,666.03,36.57
2022-09-10,South,Technology,1335.32,-43.65
2021-05-13,East,Office Supplies,1535.32,117.83
2021-06-27,South,Technology,1193.12,-78.63
2023-03-21,East,Technology,494.2,121.58
2022-01-15,East,Office Supplies,20.49,-1.66
2023-06-27,West,Office Supplies,1609.64,84.12
2022-10-20,West,Furniture,1648.81,-98.84
2022-03-26,Central,Office Supplies,1401.26,294.25
2022-08-09,West,Furniture,171.63,4.31
2022-04-08,East,Technology,1178.74,-64.55
2023-09-17,South,Furniture,1645.62,185.29
2021-05-02,West,Office Supplies,791.54,210.95
2021-01-17,West,Technology,412.04,108.56
2021-11-23,West,Furniture,1183.5,-0.17
2021-11-14,West,Furniture,1656.09,311.12
2023-03-20,East,Furniture,116.76,-10.26
2022-05-18,East,Technology,1201.96,-56.8
2021-04-29,Central,Furniture,1293.48,129.08
2022-12-11,South,Furniture,1212.69,-10.3
2021-02-14,Central,Office Supplies,1307.07,286.65
2021-11-10,Central,Furniture,1270.12,346.02
2022-02-22,West,Technology,278.2,-27.34
2022-07-10,South,Office Supplies,485.17,-3.32
2021-11-22,West,Technology,1245.61,94.44
2022-05-30,East,Office Supplies,55.03,6.89
2021-08-02,Central,Office Supplies,1276.79,340.09
2021-03-15,South,Furniture,1337.47,343.4
2022-05-24,East,Technology,493.57,76.44
2021-11-28,Central,Furniture,1204.3,3.56
2022-11-19,South,Office Supplies,1077.5,229.85
2022-10-19,Central,Furniture,536.17,-10.15
2023-10-25,South,Office Supplies,936.69,267.96
2022-08-23,Central,Office Supplies,1821.06,-177.85
2023-12-12,West,Technology,864.67,110.6
2021-11-21,Central,Technology,1267.09,-81.91
2023-09-19,Central,Technology,89.99,5.67
2022-12-18,South,Technology,174.04,26.8
2022-12-24,South,Furniture,180.99,31.83
2021-10-04,West,Technology,1560.92,334.39
2022-06-20,South,Technology,713.51,97.99
2021-06-01,Central,Technology,470.67,0.25
2023-08-13,South,Office Supplies,1499.7,383.48
2021-09-16,South,Office Supplies,356.52,80.02
2021-11-20,South,Technology,508.06,-18.28
2023-10-14,West,Office Supplies,873.24,201.37
2023-05-19,West,Office Supplies,676.25,195.48
2022-11-19,East,Furniture,1179.08,182.62
2021-11-06,West,Office Supplies,688.92,8.76
2023-03-14,West,Furniture,798.04,113.83
2023-12-16,West,Office Supplies,1728.52,63.98
2022-09-12,Central,Technology,1771.37,301.8
2022-04-18,East,Office Supplies,1658.87,195.61
2022-04-06,Central,Office Supplies,1732.37,470.85
2023-03-25,West,Furniture,1148.06,168.95
2023-04-26,West,Technology,1299.54,-18.72
2022-10-29,East,Furniture,1123.2,213.46
2021-09-19,East,Technology,1575.46,32.06
2021-12-21,South,Technology,1110.98,9.95
2023-02-09,West,Furniture,239.93,13.61
2021-06-29,West,Office Supplies,1622.97,-154.51
2021-03-07,Central,Technology,1525.96,438.95
2023-03-31,South,Office Supplies,1644.2,185.68
2021-06-20,West,Furniture,397.05,83.14
2022-04-19,Central,Furniture,557.8,1.75
2022-06-18,East,Furniture,605.59,120.3
2022-03-15,Central,Furniture,1026.0,130.17
2023-04-15,West,Technology,285.08,19.86
2021-08-15,Central,Furniture,783.06,225.73
2022-03-18,Central,Office Supplies,380.67,37.13
2022-01-31,South,Office Supplies,544.23,88.7
2022-12-29,South,Technology,1418.65,-133.16
2021-03-25,East,Furniture,1712.53,35.25
2023-11-03,South,Technology,65.35,16.7
2022-11-24,Central,Technology,1140.48,232.18
2022-05-08,South,Technology,91.4,10.48
2023-08-28,West,Furniture,188.79,49.1
2021-12-19,Central,Office Supplies,1416.07,133.8
2023-12-17,Central,Office Supplies,1476.5,186.93
2021-02-09,Central,Technology,1631.68,86.25
2022-10-02,West,Technology,959.0,141.95
2021-06-22,Central,Office Supplies,1722.42,47.54
2021-09-16,South,Office Supplies,350.34,18.99
2022-06-01,West,Furniture,514.44,147.4
2022-12-31,Central,Technology,286.31,-15.88
2022-06-07,South,Furniture,1599.12,-92.59
2023-04-19,South,Office Supplies,472.78,-39.09
2021-04-27,East,Office Supplies,327.91,9.19
2021-07-03,South,Office Supplies,1253.76,74.34
2021-06-11,South,Office Supplies,172.62,-10.74
2022-06-27,East,Furniture,108.9,13.03
2023-04-19,East,Office Supplies,231.3,30.84
2023-12-26,West,Technology,20.48,4.1
2023-12-30,South,Office Supplies,1400.04,406.55
2022-03-23,West,Technology,1133.23,167.42
2022-02-20,West,Office Supplies,435.55,-24.1
2022-06-16,Central,Furniture,481.35,-31.09
2022-03-17,West,Technology,1625.72,343.06
2023-01-08,West,Furniture,1013.6,162.31
2022-04-09,West,Office Supplies,1403.09,-49.44
2022-01-31,West,Furniture,916.46,1.23
2022-12-12,East,Office Supplies,490.68,98.18
2022-01-30,South,Furniture,1941.4,245.51
2021-11-22,Central,Furniture,1139.98,152.76
2023-01-20,East,Technology,279.34,-4.47
2023-12-30,Central,Office Supplies,824.06,124.95
2022-10-04,Central,Furniture,672.09,139.96
2021-08-02,East,Office Supplies,443.89,112.79
2022-01-04,West,Technology,1868.21,363.72
2021-02-18,East,Furniture,1764.22,230.32
2023-12-12,Central,Office Supplies,414.31,70.14
2021-05-13,Central,Furniture,717.25,67.45
2023-09-26,West,Furniture,1529.38,-14.13
2023-02-25,East,Furniture,432.84,109.46
2022-01-08,South,Furniture,1191.3,134.68
2022-04-24,Central,Technology,1405.59,193.59
2023-04-12,East,Technology,1314.87,389.26
2022-10-12,West,Office Supplies,1418.69,417.1
2022-11-13,West,Office Supplies,1419.27,190.93
2022-11-19,South,Furniture,1930.32,-166.81
2021-03-23,Central,Furniture,706.07,41.28
2021-03-28,South,Furniture,1759.61,483.75
2021-08-13,South,Technology,63.18,0.97
2021-01-16,South,Furniture,590.64,177.02
2023-04-02,South,Office Supplies,116.34,-7.71
2021-06-12,West,Furniture,1309.38,166.61
2022-05-29,Central,Technology,219.56,23.31
2021-12-16,South,Furniture,1694.5,3.63
2022-11-12,Central,Technology,1300.25,363.35
2021-06-30,West,Technology,77.05,11.38
2023-01-13,West,Technology,1435.26,-11.35
2022-10-22,East,Technology,1726.83,92.59
2022-05-08,East,Office Supplies,1329.02,250.51
2023-07-12,Central,Technology,80.44,1.53
2021-05-08,East,Office Supplies,1718.68,432.84
2022-07-19,South,Office Supplies,1470.28,-49.59
2022-07-04,Central,Furniture,769.33,4.46
2022-03-29,West,Furniture,670.69,-28.2
2022-04-16,West,Technology,970.04,-56.58
2023-09-15,South,Furniture,1736.86,34.96
2023-01-08,East,Technology,519.08,155.55
2021-08-12,Central,Furniture,219.91,-13.69
2021-06-03,Central,Technology,1731.98,-25.63
2022-07-14,South,Furniture,72.05,0.62
2021-12-17,East,Furniture,1823.77,269.28
2021-12-15,Central,Office Supplies,625.38,123.91
2021-07-01,South,Furniture,1026.28,206.05
2022-09-29,Central,Furniture,281.95,-27.22
2023-10-15,West,Technology,1806.46,290.37
2021-06-28,Central,Office Supplies,1504.68,229.15
2023-11-29,Central,Technology,1849.83,198.05
2023-02-11,Central,Furniture,1372.79,70.95
2023-06-13,East,Technology,385.69,84.46
2023-10-24,East,Office Supplies,630.37,23.67
2023-10-13,South,Technology,983.96,-7.87
2021-03-05,East,Furniture,1222.37,29.38
2021-01-29,Central,Technology,1854.39,140.67
2022-01-07,Central,Furniture,780.22,-11.22
2021-04-07,East,Office Supplies,1412.08,201.97
2023-09-20,East,Office Supplies,1922.8,487.78
2021-01-21,Central,Technology,321.7,44.45
2023-01-05,Central,Office Supplies,1728.16,135.95
2023-12-06,West,Technology,853.0,186.59
2021-03-07,South,Furniture,1470.2,292.89
2022-08-26,East,Technology,601.21,28.15
2021-12-04,South,Furniture,681.29,96.51
2021-05-03,Central,Office Supplies,73.72,14.15
2022-03-23,South,Furniture,1943.38,-3.53
2022-09-03,East,Furniture,1630.64,75.84
2022-11-02,East,Furniture,205.96,-11.88
2022-09-07,South,Furniture,1999.03,589.86
2023-06-16,East,Furniture,1217.95,-79.96
2021-10-08,West,Technology,1710.38,-55.69
2023-12-03,Central,Furniture,151.99,13.97
2022-08-19,Central,Furniture,791.11,194.7
2022-12-04,East,Furniture,1345.91,57.0
2023-12-11,Central,Furniture,230.74,47.86
2021-07-29,West,Furniture,988.03,168.37
2021-05-06,East,Furniture,896.5,139.37
2022-05-07,West,Office Supplies,447.76,106.57
2023-08-18,West,Technology,614.53,-57.97
2023-08-28,Central,Furniture,1934.89,525.63
2022-08-04,Central,Technology,591.52,137.05
2023-02-16,South,Office Supplies,442.58,121.77
2021-09-15,West,Office Supplies,1081.69,235.2
2021-08-18,Central,Furniture,1348.5,339.06
2021-07-08,West,Technology,1455.68,-27.32
2021-01-10,South,Furniture,1513.41,41.91
2022-11-07,West,Office Supplies,92.93,2.42
2022-05-17,East,Office Supplies,799.65,-45.05
2021-03-26,South,Technology,1552.44,297.81
2021-02-18,South,Furniture,1811.61,-82.49
2023-04-18,West,Technology,1212.36,-95.77
2023-10-05,West,Technology,123.57,25.97
2022-11-20,Central,Office Supplies,805.36,210.9
2022-01-22,East,Technology,166.97,34.34
2023-08-28,South,Office Supplies,1502.1,345.69
2023-10-03,South,Furniture,145.74,20.15
2021-08-06,South,Technology,387.75,98.91
2023-10-02,Central,Technology,845.58,83.44
2021-09-12,East,Furniture,936.04,276.44
2021-08-24,South,Technology,824.83,-48.36
2023-11-16,South,Furniture,937.53,209.7
2021-09-28,Central,Office Supplies,1432.21,224.22
2021-05-03,West,Office Supplies,751.15,99.35
2022-10-18,South,Technology,1104.55,210.22
2021-09-16,East,Office Supplies,620.67,146.55
2023-08-06,East,Office Supplies,720.18,176.55
2021-02-16,East,Furniture,1235.32,-36.87
2023-05-13,East,Office Supplies,991.18,-21.0
2022-06-09,Central,Office Supplies,1451.61,-135.77
2023-06-07,South,Office Supplies,1129.87,-53.4
2021-07-27,Central,Furniture,1611.08,8.95
2023-01-17,East,Technology,897.95,169.19
2021-05-29,East,Furniture,992.25,89.61
2022-03-14,East,Technology,1346.54,273.56
2021-06-04,Central,Technology,458.06,43.34
2021-12-24,East,Office Supplies,784.14,95.85
2022-04-01,South,Office Supplies,1257.19,-69.87
2023-02-15,East,Furniture,77.18,16.26
2022-09-21,South,Furniture,885.2,179.92
2023-04-12,South,Furniture,1205.72,27.76
2022-05-01,East,Office Supplies,1935.4,60.83
2022-06-17,Central,Technology,1756.49,-21.3
2021-07-19,West,Furniture,575.87,129.88
2022-01-06,West,Technology,1024.28,203.63
2023-10-11,South,Office Supplies,131.7,18.92
2023-05-03,Central,Office Supplies,496.69,-2.22
2021-09-05,West,Office Supplies,1554.21,-48.58
2023-02-27,East,Office Supplies,264.16,-21.1
2021-09-21,East,Technology,530.23,-43.35
2023-12-18,South,Technology,1889.2,-47.5
2021-01-31,Central,Furniture,1651.23,-98.72
2022-08-28,Central,Technology,1568.02,191.99
2022-05-17,West,Technology,1731.82,74.88
2023-06-05,West,Technology,1504.22,117.3
2022-07-03,East,Furniture,258.76,35.61
2023-04-19,South,Technology,1042.79,170.64
2023-04-28,Central,Technology,899.6,143.29
2022-09-06,West,Technology,636.08,2.76
2022-02-16,West,Office Supplies,1671.4,374.14
2022-03-08,South,Technology,939.0,250.79
2022-11-09,South,Furniture,139.39,3.68
2021-06-08,East,Furniture,564.43,-52.59
2021-01-14,South,Furniture,472.67,122.73
2022-01-08,East,Furniture,1777.21,478.82
2021-08-13,East,Office Supplies,1301.93,-103.66
2022-05-26,South,Furniture,1129.55,-110.72
2022-08-26,South,Office Supplies,1023.17,231.81
2021-08-04,South,Office Supplies,1307.22,26.91
2023-09-15,South,Office Supplies,1514.65,402.64
2023-04-20,South,Furniture,1117.68,-14.87
2022-12-28,East,Furniture,1877.81,459.05
2022-07-08,West,Office Supplies,1954.13,-141.76
2023-12-02,Central,Office Supplies,1990.78,8.47
2022-11-07,Central,Furniture,1345.39,389.16
2023-05-23,East,Technology,1866.59,-14.04
2021-10-10,East,Technology,820.87,-38.41
2023-12-18,West,Technology,1721.99,418.14
2023-04-14,South,Furniture,1820.17,-96.25
2022-06-21,East,Furniture,1810.2,-110.45
2023-07-12,Central,Office Supplies,1665.08,48.9
2023-04-22,South,Furniture,825.07,127.17
2023-08-06,East,Furniture,334.64,61.67
2022-10-27,South,Furniture,681.23,172.01
2021-03-08,Central,Office Supplies,1539.23,179.11
2021-01-06,South,Office Supplies,481.11,27.6
2022-09-29,East,Technology,966.98,42.1
2021-11-10,East,Technology,1139.49,272.07
2022-07-19,Central,Furniture,1215.64,230.4
2023-04-06,West,Furniture,1872.74,490.98
2022-05-21,West,Office Supplies,1329.76,379.8
2023-10-23,South,Technology,1576.87,31.57
2021-07-23,East,Technology,1172.12,131.12
2022-10-24,East,Technology,1670.49,255.13
2023-03-16,Central,Furniture,542.05,-18.68
2022-02-08,Central,Furniture,435.56,-34.26
2022-06-20,East,Furniture,1854.11,458.16
2022-07-31,Central,Office Supplies,1393.09,159.1
2023-02-02,West,Technology,1349.62,173.17
2021-04-27,West,Office Supplies,945.24,115.29
2022-09-20,South,Technology,765.86,154.69
2023-01-19,Central,Furniture,1120.27,-46.83
2021-04-15,South,Office Supplies,258.72,37.67
2022-05-10,Central,Office Supplies,920.33,80.8
2021-02-15,Central,Furniture,921.63,238.5
2023-04-03,West,Technology,1085.91,117.11
2023-09-09,East,Technology,1276.68,353.86
2023-08-18,Central,Technology,1915.49,79.11
2023-04-25,Central,Technology,1311.29,376.02
2022-03-25,Central,Furniture,1769.78,442.56
2022-06-20,East,Furniture,1121.48,149.95
2022-05-26,South,Furniture,1261.32,52.32
2022-06-24,South,Furniture,158.28,7.97
2021-01-16,Central,Office Supplies,283.86,59.36
2021-08-31,Central,Office Supplies,1167.75,154.44
2023-07-01,South,Office Supplies,803.51,48.72
2023-01-31,South,Furniture,1601.64,247.33
2022-12-06,West,Technology,1095.49,211.75
2021-04-25,Central,Office Supplies,1766.94,-160.51
2022-02-01,South,Office Supplies,1945.22,-124.6
2022-01-29,West,Furniture,312.32,-19.43
2023-09-05,East,Technology,801.76,-5.79
2021-10-24,Central,Technology,1336.66,94.63
2023-09-29,South,Technology,624.87,138.38
2021-06-27,Central,Furniture,548.72,22.19
2023-08-25,West,Technology,1631.2,-151.72
2021-11-11,South,Office Supplies,1961.15,183.06
2023-11-29,East,Office Supplies,1552.13,463.55
2021-09-16,East,Office Supplies,1056.88,41.86
2021-01-07,West,Furniture,896.17,254.96
2021-02-18,East,Technology,1088.5,-64.72
2021-06-10,East,Furniture,936.42,-28.8
2021-06-25,East,Technology,1015.72,192.63
2023-10-23,East,Furniture,422.84,42.49
2023-09-28,East,Office Supplies,1809.41,372.83
2022-03-31,East,Furniture,1513.98,371.57
2021-10-03,East,Furniture,1368.34,0.59
2022-05-13,South,Furniture,1900.85,329.1
2022-11-07,East,Office Supplies,583.1,83.41
2023-11-18,South,Furniture,180.7,44.2
2023-10-22,Central,Furniture,1655.75,119.28
2021-02-25,West,Office Supplies,1996.87,-158.26
2022-07-01,East,Technology,1165.3,151.11
2021-02-05,West,Furniture,136.44,38.69
2022-03-15,East,Office Supplies,1565.33,-147.37
2022-08-18,South,Furniture,166.02,-0.65
2021-11-03,East,Office Supplies,1089.23,28.79
2022-09-11,Central,Technology,569.51,117.51
2021-12-23,West,Technology,1831.75,53.69
2021-06-30,West,Furniture,913.64,-3.99
2021-03-09,Central,Office Supplies,1798.96,286.8
2021-10-19,South,Technology,612.18,-49.85
2022-11-23,South,Technology,786.98,-25.0
2021-06-30,Central,Office Supplies,1895.3,119.81
2022-03-10,West,Furniture,418.6,17.68
2023-07-03,East,Technology,1165.43,45.3
2021-03-07,South,Technology,789.25,-44.65
2023-11-11,East,Technology,1552.85,68.85
2022-01-19,West,Furniture,276.01,60.5
2021-02-08,East,Technology,885.69,58.05
2023-04-02,Central,Office Supplies,1403.89,188.78
2022-08-25,South,Furniture,825.89,-28.55
2023-02-24,South,Technology,135.89,-9.8
2022-11-02,Central,Office Supplies,1416.12,356.84
2022-04-24,Central,Office Supplies,1016.33,33.08
2022-07-15,South,Furniture,42.39,1.7
2021-04-11,South,Office Supplies,1233.06,309.59
2022-05-29,South,Furniture,1841.36,337.17
2021-06-25,West,Furniture,239.83,48.57
2021-08-26,West,Furniture,1189.53,205.55
2023-06-29,West,Office Supplies,1462.76,-84.38
2023-12-19,East,Furniture,160.13,45.35
2023-05-21,West,Furniture,64.78,17.08
2022-05-10,South,Office Supplies,939.11,-5.18
2023-08-05,West,Furniture,1586.55,351.58
2023-01-25,South,Technology,338.22,21.56
2021-07-30,Central,Office Supplies,1676.54,290.89
2021-05-20,East,Office Supplies,1320.02,-44.56
2022-06-25,East,Office Supplies,677.7,78.22
2021-09-27,Central,Technology,1041.34,-51.39
2023-11-02,South,Furniture,1931.84,221.13
2022-05-21,East,Office Supplies,448.55,-1.15
2021-02-01,West,Office Supplies,1009.08,81.72
2023-12-29,South,Office Supplies,1256.48,210.07
2023-03-24,East,Technology,293.27,73.56
2021-12-28,Central,Technology,106.17,-3.6
2023-07-18,South,Technology,46.65,12.0
2021-04-10,East,Furniture,662.89,37.13
2021-01-09,Central,Furniture,166.42,39.53
2022-11-28,South,Technology,1611.46,169.23
2023-11-19,West,Furniture,1994.69,488.47
2022-04-07,South,Technology,141.38,23.35
2023-07-10,West,Furniture,876.8,90.74
2022-01-25,South,Furniture,70.95,1.77
2022-09-24,Central,Technology,285.3,82.04
2022-11-13,West,Office Supplies,659.39,145.3
2021-06-06,West,Office Supplies,799.52,41.95
2021-12-01,South,Furniture,1880.77,-62.65
2021-09-17,East,Furniture,803.76,170.25
2021-03-23,West,Furniture,1002.63,296.76
2023-01-24,South,Furniture,506.26,5.87
2022-12-21,Central,Furniture,20.25,5.39
2021-03-16,South,Furniture,1800.68,-89.77
2022-09-18,South,Technology,181.8,51.06
2021-03-03,West,Office Supplies,1929.21,382.25
2023-05-24,East,Office Supplies,279.07,10.78
2021-11-16,Central,Technology,1217.66,26.61
2021-04-12,West,Technology,1998.83,314.56
2023-05-24,West,Office Supplies,294.16,40.42
2023-08-12,West,Office Supplies,859.41,229.96
2021-09-12,Central,Furniture,1565.24,323.22
2022-07-24,East,Office Supplies,83.74,9.73
2021-04-22,Central,Furniture,1385.77,375.58
2023-09-12,Central,Furniture,179.14,24.56
2023-09-25,East,Office Supplies,488.31,117.13
2022-04-06,Central,Furniture,336.95,79.65
2022-12-09,South,Furniture,1816.53,486.25
2023-06-06,Central,Technology,377.3,-27.53
2023-12-12,West,Office Supplies,100.06,13.36
2022-06-04,Central,Technology,1183.5,103.39
2023-03-23,West,Furniture,705.44,67.88
2021-08-24,Central,Furniture,823.3,69.13
2023-07-16,West,Technology,255.74,60.1
2022-07-11,West,Technology,1501.5,41.1
2022-10-11,West,Technology,1211.08,103.06
2021-08-22,East,Furniture,741.15,-14.62
2023-11-22,Central,Office Supplies,359.72,0.25
2022-08-02,Central,Furniture,1195.03,196.19
2022-06-26,South,Technology,1561.62,-83.12
2021-04-24,South,Office Supplies,638.55,-15.88
2021-07-23,South,Technology,71.2,7.92
2023-11-19,Central,Furniture,444.4,-36.66
2022-10-05,East,Office Supplies,1371.15,-67.5
2022-04-19,West,Office Supplies,1978.41,485.39
2022-11-28,Central,Furniture,46.48,11.08
2021-09-10,East,Technology,626.18,24.49
2023-06-24,East,Technology,142.8,5.6
2022-01-21,Central,Technology,646.37,177.5
2021-03-03,West,Furniture,823.71,-73.86
2022-05-30,East,Technology,1843.31,243.53
2022-03-06,Central,Office Supplies,179.51,24.94
2022-08-03,West,Technology,1558.73,335.37
2023-01-13,South,Technology,803.16,225.45
2022-11-06,East,Office Supplies,1626.3,68.84
2021-11-07,East,Office Supplies,1036.54,77.88
2022-04-16,Central,Technology,97.78,16.48
2023-03-20,Central,Office Supplies,1893.49,543.26
2021-06-21,West,Furniture,183.81,47.11
2022-07-30,South,Office Supplies,1203.41,200.75
